source_file,abspath,sha256,size_bytes,mtime,experiment,condition,requested_offset_deg,mesh_N,muscle_cols,q_cols,return_status,strict,success,iter_count,final_inf_pr,final_inf_du,final_obj,td_tilt_deg_signed,anterior_tilt_deg,achieved_offset_vs_nomN_deg,mean_tilt_deg,speed_mps,speed_error_pct_vs_nomN,totalTime_s,t0_s,tE_s,warm_start_source,error
pred_sprinting_data_24-June-2026__18-09-31___PelvisTDwide_m2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__18-09-31___PelvisTDwide_m2.mat,93badff5be64833598e94713a9c01e78a4448e70d991a2d4484b2dc7b04ad7e4,4618481,2026-06-24T18:09:31,PelvicTD_wide,PelvisTDwide_m2,-2.0,50,151,200,Solve_Succeeded,True,True,612,4.359287576370205e-08,3.4598929816550842e-06,-117.63215821916295,-9.4626,9.4626,-1.5583,-9.1252,11.77335,-0.6519,0.209796,0.056,0.2658,see_logs,
pred_sprinting_data_25-June-2026__02-31-10___PelvisTDwide_m2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__02-31-10___PelvisTDwide_m2.mat,b06776c23ff87c20dee08c2e9e821899db45f04e09f6c81c687c0eecdb412d38,9158046,2026-06-25T02:31:10,PelvicTD_wide,PelvisTDwide_m2,-2.0,100,301,400,Solve_Succeeded,True,True,769,9.18383741823224e-08,3.085212677958634e-07,-117.87503754700896,-9.987,9.987,-2.0,-9.2684,11.797841,-0.3103,0.20936,0.056,0.26536,see_logs,
pred_sprinting_data_24-June-2026__15-41-24___PelvisTDwide_m4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__15-41-24___PelvisTDwide_m4.mat,0fc0f1ade83211419f21a7159144311ffdf17cabdcd58b2a42f3a6e1b0f1b093,4604790,2026-06-24T15:41:24,PelvicTD_wide,PelvisTDwide_m4,-4.0,50,151,200,Infeasible_Problem_Detected,False,False,298,0.026998877735119803,101.94413382669356,-98.977021559539,-9.9156,9.9156,-2.0113,-8.7745,9.785585,-17.4254,0.206046,0.056,0.26205,see_logs,
pred_sprinting_data_24-June-2026__16-35-10___PelvisTDwide_m4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__16-35-10___PelvisTDwide_m4.mat,5de85f89906ebacd4b0f0447b9e8f36acbef64554d1d0bd6daa8a4024d382852,4630663,2026-06-24T16:35:10,PelvicTD_wide,PelvisTDwide_m4,-4.0,50,151,200,Solve_Succeeded,True,True,851,1.875625821932262e-08,2.6023437250335617e-06,-117.50737017126386,-11.4626,11.4626,-3.5583,-11.3587,11.760995,-0.7562,0.210016,0.056,0.26602,see_logs,
pred_sprinting_data_25-June-2026__01-05-16___PelvisTDwide_m4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__01-05-16___PelvisTDwide_m4.mat,f279404da2b85bac23100d5f28c57306e233d679cc998aac4aa92379498a11a6,9157553,2026-06-25T01:05:16,PelvicTD_wide,PelvisTDwide_m4,-4.0,100,301,400,Solve_Succeeded,True,True,598,5.498850288481314e-08,6.023524935609774e-07,-117.86436355879192,-11.987,11.987,-4.0,-11.1268,11.796764,-0.3194,0.209379,0.056,0.26538,see_logs,
pred_sprinting_data_24-June-2026__15-45-48___PelvisTDwide_m6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__15-45-48___PelvisTDwide_m6.mat,a03ab17330c807c7e354f50c43c996168a5e54bf9cd41e4087e38e4bc085cba5,4592423,2026-06-24T15:45:48,PelvicTD_wide,PelvisTDwide_m6,-6.0,50,151,200,Infeasible_Problem_Detected,False,False,96,0.06190548059932732,101.65259506194622,-98.91121438156982,-9.9156,9.9156,-2.0113,-8.7395,9.655751,-18.521,0.207449,0.056,0.26345,see_logs,
pred_sprinting_data_24-June-2026__16-57-06___PelvisTDwide_m6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__16-57-06___PelvisTDwide_m6.mat,34d1563af421566c563a1ce2a7544bb6ddbed891e09ea6cd4ce1697792dd160d,4613834,2026-06-24T16:57:06,PelvicTD_wide,PelvisTDwide_m6,-6.0,50,151,200,Solve_Succeeded,True,True,526,2.3618438277135817e-08,1.252099165621421e-06,-117.31781284857394,-13.4626,13.4626,-5.5583,-13.2171,11.742006,-0.9164,0.210356,0.056,0.26636,see_logs,
pred_sprinting_data_25-June-2026__00-01-41___PelvisTDwide_m6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__00-01-41___PelvisTDwide_m6.mat,98ef566bc467e57c9cf9b8a9cf9e558377a8746e056c05b57f0049125033dc30,9149836,2026-06-25T00:01:41,PelvicTD_wide,PelvisTDwide_m6,-6.0,100,301,400,Solve_Succeeded,True,True,382,1.3617862765459523e-08,8.673139256328068e-07,-117.55729324294151,-13.987,13.987,-6.0,-12.8611,11.765964,-0.5796,0.209928,0.056,0.26593,see_logs,
pred_sprinting_data_24-June-2026__15-49-30___PelvisTDwide_m8.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__15-49-30___PelvisTDwide_m8.mat,6ab47b69c7a6ece70c25e1efb1e3a55c6ff9487df29de5d835e030ff65c61db8,4580636,2026-06-24T15:49:30,PelvicTD_wide,PelvisTDwide_m8,-8.0,50,151,200,Infeasible_Problem_Detected,False,False,89,0.09681207315220625,7598.243236333552,-99.40915362204133,-9.9156,9.9156,-2.0113,-8.803,9.691845,-18.2165,0.206635,0.056,0.26264,see_logs,
pred_sprinting_data_24-June-2026__17-39-57___PelvisTDwide_m8.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__17-39-57___PelvisTDwide_m8.mat,cc694cbfcc5618ce05b041e0ad918032a37fcf8187ea46b27fa528f8bd4d2026,4647708,2026-06-24T17:39:57,PelvicTD_wide,PelvisTDwide_m8,-8.0,50,151,200,Solve_Succeeded,True,True,1212,1.316420503264152e-08,1.3209647947848558e-06,-117.05215957535665,-15.4626,15.4626,-7.5583,-14.7758,11.715605,-1.1392,0.21083,0.056,0.26683,see_logs,
pred_sprinting_data_24-June-2026__21-57-50___PelvisTDwide_m8.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__21-57-50___PelvisTDwide_m8.mat,63f2a263a363e2783c379adc6c524c2666d4c6d7495f8e32bf73de2f5b2f0071,6239439,2026-06-24T21:57:50,PelvicTD_wide,PelvisTDwide_m8,-8.0,100,301,400,Maximum_CpuTime_Exceeded,False,False,657,4.092003303923786e-05,0.017271183061224965,-117.36512935474032,-15.987,15.987,-8.0,-15.0119,11.74666,-0.7427,0.210273,0.056,0.26627,see_logs,
pred_sprinting_data_24-June-2026__23-17-49___PelvisTDwide_m8.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__23-17-49___PelvisTDwide_m8.mat,094aec7bb697e0b6b47d501812ea689f649875e0810590a77ec053e57a6675d2,9169607,2026-06-24T23:17:49,PelvicTD_wide,PelvisTDwide_m8,-8.0,100,301,400,Solve_Succeeded,True,True,694,7.870691654794036e-09,9.381005050780526e-06,-117.36512806494558,-15.987,15.987,-8.0,-15.0125,11.746657,-0.7428,0.210273,0.056,0.26627,see_logs,
pred_sprinting_data_24-June-2026__18-32-28___PelvisTDwide_p0.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__18-32-28___PelvisTDwide_p0.mat,52e1d3a3cfe4af80719f0fb8cca53f781f91c54c8886fb1690faf905d4f0f3cf,4612278,2026-06-24T18:32:28,PelvicTD_wide,PelvisTDwide_p0,0.0,50,151,200,Solve_Succeeded,True,True,588,1.8880819073990314e-08,1.1445156274299582e-06,-117.65738997071603,-7.4626,7.4626,0.4417,-7.3058,11.775997,-0.6296,0.209749,0.056,0.26575,see_logs,
pred_sprinting_data_25-June-2026__03-15-59___PelvisTDwide_p0.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__03-15-59___PelvisTDwide_p0.mat,e867eb10b0fb5dfb43e5a27c4181acbd0c4698c07e761ca7ec3b257ab0ced8c6,9155771,2026-06-25T03:15:59,PelvicTD_wide,PelvisTDwide_p0,0.0,100,301,400,Solve_Succeeded,True,True,467,1.2990848159641083e-07,7.1802819121184086e-06,-117.8214420565342,-7.987,7.987,0.0,-7.334,11.792386,-0.3564,0.209457,0.056,0.26546,see_logs,
pred_sprinting_data_25-June-2026__04-33-19___PelvisTDwide_p2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__04-33-19___PelvisTDwide_p2.mat,ddd171919a40844047b31959d088ca4f1f083cb4f15110ed5b0330ef0a4030ed,9180632,2026-06-25T04:33:19,PelvicTD_wide,PelvisTDwide_p2,2.0,100,301,400,Solve_Succeeded,True,True,739,5.73819294244936e-08,6.353232807624734e-07,-117.76982572426087,-5.987,5.987,2.0,-5.5198,11.787288,-0.3994,0.209548,0.056,0.26555,see_logs,
pred_sprinting_data_25-June-2026__05-43-11___PelvisTDwide_p4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__05-43-11___PelvisTDwide_p4.mat,7192ae517c78d5f2b7da4ac3330598768bbd8921461fd434b8d49d197fb9420b,9186560,2026-06-25T05:43:11,PelvicTD_wide,PelvisTDwide_p4,4.0,100,301,400,Solve_Succeeded,True,True,742,2.2804000974506552e-08,9.200815389261497e-07,-117.50430114656622,-3.987,3.987,4.0,-3.3965,11.761059,-0.6211,0.210015,0.056,0.26602,see_logs,
pred_sprinting_data_25-June-2026__07-24-05___PelvisTDwide_p6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_25-June-2026__07-24-05___PelvisTDwide_p6.mat,c989678c467188931b0b3fe9db116f437134359eb141f2023d3a1f92029e7f10,9182097,2026-06-25T07:24:06,PelvicTD_wide,PelvisTDwide_p6,6.0,100,301,400,Solve_Succeeded,True,True,966,6.543489298707718e-09,4.79832023598941e-06,-117.78209544758988,-1.987,1.987,6.0,-1.6827,11.788504,-0.3892,0.209526,0.056,0.26553,see_logs,
pred_sprinting_data_05-June-2026__14-50-15___PelvisTilt_m07.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_05-June-2026__14-50-15___PelvisTilt_m07.mat,450edec567b063310eb5e42dd16595d820dcb773b3bd7138a4ef228d8dd85b0b,4614760,2026-06-05T14:50:15,PelvicTilt,PelvisTilt_m07,-7.0,50,151,200,Solved_To_Acceptable_Level,False,True,40,2.8874334183314852e-05,0.11570378671750152,-117.65136199464378,-7.587,7.587,0.3173,-7.3898,11.775453,-0.6342,0.209758,0.056,0.26576,see_logs,
pred_sprinting_data_05-June-2026__11-00-52___PelvisTilt_m10.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_05-June-2026__11-00-52___PelvisTilt_m10.mat,5628654f32f0e63a21e02f0eeac44d846d8c7c8161a01a1c2c4b73c63b5e65d4,4620306,2026-06-05T11:00:52,PelvicTilt,PelvisTilt_m10,-10.0,50,151,200,Solve_Succeeded,True,True,720,9.568724209012556e-08,2.3612873563560817e-06,-117.65014292422357,-8.6564,8.6564,-0.7521,-8.4958,11.775192,-0.6364,0.209763,0.056,0.26576,see_logs,
